district_en,district_th,amphure_en,amphure_th,province_en,province_th,zipcode,province_code,district_code,amphure_code,geo_code
Thung Laeng,ทุ่งแล้ง,Long,ลอง,Phrae,แพร่,54150,54,540307,5403,1
Bo Lek Long,บ่อเหล็กลอง,Long,ลอง,Phrae,แพร่,54150,54,540308,5403,1
Mae Pan,แม่ปาน,Long,ลอง,Phrae,แพร่,54150,54,540309,5403,1
Sung Men,สูงเม่น,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540401,5404,1
Nam Cham,น้ำชำ,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540402,5404,1
Hua Fai,หัวฝาย,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540403,5404,1
Don Mun,ดอนมูล,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540404,5404,1
Ban Lao,บ้านเหล่า,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540405,5404,1
Ban Kwang,บ้านกวาง,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540406,5404,1
Ban Pong,บ้านปง,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540407,5404,1
Ban Kat,บ้านกาศ,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540408,5404,1
Rong Kat,ร่องกาศ,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540409,5404,1
Sop Sai,สบสาย,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540410,5404,1
Wiang Thong,เวียงทอง,Sung Men,สูงเม่น,Phrae,แพร่,54000,54,540411,5404,1
Phra Luang,พระหลวง,Sung Men,สูงเม่น,Phrae,แพร่,54130,54,540412,5404,1
Den Chai,เด่นชัย,Den Chai,เด่นชัย,Phrae,แพร่,54110,54,540501,5405,1
Mae Chua,แม่จั๊วะ,Den Chai,เด่นชัย,Phrae,แพร่,54110,54,540502,5405,1
Sai Yoi,ไทรย้อย,Den Chai,เด่นชัย,Phrae,แพร่,54110,54,540503,5405,1
Huai Rai,ห้วยไร่,Den Chai,เด่นชัย,Phrae,แพร่,54110,54,540504,5405,1
Pong Pa Wai,ปงป่าหวาย,Den Chai,เด่นชัย,Phrae,แพร่,54110,54,540505,5405,1
Ban Nun,บ้านหนุน,Song,สอง,Phrae,แพร่,54120,54,540601,5406,1
Ban Klang,บ้านกลาง,Song,สอง,Phrae,แพร่,54120,54,540602,5406,1
Huai Mai,ห้วยหม้าย,Song,สอง,Phrae,แพร่,54120,54,540603,5406,1
Tao Pun,เตาปูน,Song,สอง,Phrae,แพร่,54120,54,540604,5406,1
Hua Mueang,หัวเมือง,Song,สอง,Phrae,แพร่,54120,54,540605,5406,1
Sa-iap,สะเอียบ,Song,สอง,Phrae,แพร่,54120,54,540606,5406,1
Daen Chumphon,แดนชุมพล,Song,สอง,Phrae,แพร่,54120,54,540607,5406,1
Thung Nao,ทุ่งน้าว,Song,สอง,Phrae,แพร่,54120,54,540608,5406,1
Wang Chin,วังชิ้น,Wang Chin,วังชิ้น,Phrae,แพร่,54160,54,540701,5407,1
Saroi,สรอย,Wang Chin,วังชิ้น,Phrae,แพร่,54160,54,540702,5407,1
Mae Pak,แม่ป้าก,Wang Chin,วังชิ้น,Phrae,แพร่,54160,54,540703,5407,1
Na Phun,นาพูน,Wang Chin,วังชิ้น,Phrae,แพร่,54160,54,540704,5407,1
Mae Phung,แม่พุง,Wang Chin,วังชิ้น,Phrae,แพร่,54160,54,540705,5407,1
Pa Sak,ป่าสัก,Wang Chin,วังชิ้น,Phrae,แพร่,54160,54,540706,5407,1
Mae Koeng,แม่เกิ๋ง,Wang Chin,วังชิ้น,Phrae,แพร่,54160,54,540707,5407,1
Mae Kham Mi,แม่คำมี,Nong Muang Khai,หนองม่วงไข่,Phrae,แพร่,54170,54,540801,5408,1
Nong Muang Khai,หนองม่วงไข่,Nong Muang Khai,หนองม่วงไข่,Phrae,แพร่,54170,54,540802,5408,1
Nam Rat,น้ำรัด,Nong Muang Khai,หนองม่วงไข่,Phrae,แพร่,54170,54,540803,5408,1
Wang Luang,วังหลวง,Nong Muang Khai,หนองม่วงไข่,Phrae,แพร่,54170,54,540804,5408,1
Tamnak Tham,ตำหนักธรรม,Nong Muang Khai,หนองม่วงไข่,Phrae,แพร่,54170,54,540805,5408,1
Thung Khaeo,ทุ่งแค้ว,Nong Muang Khai,หนองม่วงไข่,Phrae,แพร่,54170,54,540806,5408,1
Nai Wiang,ในเวียง,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550101,5501,1
Bo,บ่อ,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550102,5501,1
Pha Sing,ผาสิงห์,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550103,5501,1
Chai Sathan,ไชยสถาน,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550104,5501,1
Thuem Tong,ถืมตอง,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550105,5501,1
Rueang,เรือง,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550106,5501,1
Na Sao,นาซาว,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550107,5501,1
Du Tai,ดู่ใต้,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550108,5501,1
Kong Khwai,กองควาย,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550109,5501,1
Fai Kaew*,ฝายแก้ว*,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550110,5501,1
Moung Thued*,ม่วงตึ๊ด*,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550111,5501,1
Ta Now*,ท่าน้าว*,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550112,5501,1
Na Pang*,นาปัง*,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550113,5501,1
Muang Chang*,เมืองจัง*,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550114,5501,1
Nam Kain*,น้ำแก่น*,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550115,5501,1
Suak,สวก,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550116,5501,1
Sanian,สะเนียน,Mueang Nan,เมืองน่าน,Nan,น่าน,55000,55,550117,5501,1
Nam Kain*,น้ำเกี๋ยน*,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550118,5501,1
*Pha Ka Luang,*ป่าคาหลวง,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550196,5501,1
*Moh Mueang,*หมอเมือง,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550197,5501,1
*Ban Fah,*บ้านฟ้า,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550198,5501,1
*Doo Pong,*ดู่พงษ์,Mueang Nan,เมืองน่าน,Nan,น่าน,0,55,550199,5501,1
*Pong,*พงษ์,Mae Charim,แม่จริม,Nan,น่าน,0,55,550201,5502,1
Nong Daeng,หนองแดง,Mae Charim,แม่จริม,Nan,น่าน,55170,55,550202,5502,1
Mo Mueang,หมอเมือง,Mae Charim,แม่จริม,Nan,น่าน,55170,55,550203,5502,1
Nam Phang,น้ำพาง,Mae Charim,แม่จริม,Nan,น่าน,55170,55,550204,5502,1
Nam Pai,น้ำปาย,Mae Charim,แม่จริม,Nan,น่าน,55170,55,550205,5502,1
Mae Charim,แม่จริม,Mae Charim,แม่จริม,Nan,น่าน,55170,55,550206,5502,1
Ban Fa,บ้านฟ้า,Ban Luang,บ้านหลวง,Nan,น่าน,55190,55,550301,5503,1
Pa Kha Luang,ป่าคาหลวง,Ban Luang,บ้านหลวง,Nan,น่าน,55190,55,550302,5503,1
Suat,สวด,Ban Luang,บ้านหลวง,Nan,น่าน,55190,55,550303,5503,1
Ban Phi,บ้านพี้,Ban Luang,บ้านหลวง,Nan,น่าน,55190,55,550304,5503,1
Na Noi,นาน้อย,Na Noi,นาน้อย,Nan,น่าน,55150,55,550401,5504,1
Chiang Khong,เชียงของ,Na Noi,นาน้อย,Nan,น่าน,55150,55,550402,5504,1
Sisaket,ศรีษะเกษ,Na Noi,นาน้อย,Nan,น่าน,55150,55,550403,5504,1
Sathan,สถาน,Na Noi,นาน้อย,Nan,น่าน,55150,55,550404,5504,1
Santha,สันทะ,Na Noi,นาน้อย,Nan,น่าน,55150,55,550405,5504,1
Bua Yai,บัวใหญ่,Na Noi,นาน้อย,Nan,น่าน,55150,55,550406,5504,1
Nam Tok,น้ำตก,Na Noi,นาน้อย,Nan,น่าน,55150,55,550407,5504,1
Pua,ปัว,Pua,ปัว,Nan,น่าน,55120,55,550501,5505,1
Ngaeng,แงง,Pua,ปัว,Nan,น่าน,55120,55,550502,5505,1
Sathan,สถาน,Pua,ปัว,Nan,น่าน,55120,55,550503,5505,1
Sila Laeng,ศิลาแลง,Pua,ปัว,Nan,น่าน,55120,55,550504,5505,1
Sila Phet,ศิลาเพชร,Pua,ปัว,Nan,น่าน,55120,55,550505,5505,1
Uan,อวน,Pua,ปัว,Nan,น่าน,55120,55,550506,5505,1
*Bo Kuea Nue,*บ่อเกลือเหนือ,Pua,ปัว,Nan,น่าน,0,55,550507,5505,1
*Bo Kuea Tai,*บ่อเกลือใต้,Pua,ปัว,Nan,น่าน,0,55,550508,5505,1
Chai Watthana,ไชยวัฒนา,Pua,ปัว,Nan,น่าน,55120,55,550509,5505,1
Chedi Chai,เจดีย์ชัย,Pua,ปัว,Nan,น่าน,55120,55,550510,5505,1
Phu Kha,ภูคา,Pua,ปัว,Nan,น่าน,55120,55,550511,5505,1
Sakat,สกาด,Pua,ปัว,Nan,น่าน,55120,55,550512,5505,1
Pa Klang,ป่ากลาง,Pua,ปัว,Nan,น่าน,55120,55,550513,5505,1
Woranakhon,วรนคร,Pua,ปัว,Nan,น่าน,55120,55,550514,5505,1
Rim,ริม,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550601,5506,1
Pa Kha,ป่าคา,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550602,5506,1
Pha To,ผาตอ,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550603,5506,1
Yom,ยม,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550604,5506,1
Tan Chum,ตาลชุม,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550605,5506,1
Si Phum,ศรีภูมิ,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550606,5506,1
Chom Phra,จอมพระ,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550607,5506,1
Saen Thong,แสนทอง,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550608,5506,1
Tha Wang Pha,ท่าวังผา,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550609,5506,1
Pha Thong,ผาทอง,Tha Wang Pha,ท่าวังผา,Nan,น่าน,55140,55,550610,5506,1
Klang Wiang,กลางเวียง,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550701,5507,1
Khueng,ขึ่ง,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550702,5507,1
Lai Nan,ไหล่น่าน,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550703,5507,1
Tan Chum,ตาลชุม,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550704,5507,1
Na Lueang,นาเหลือง,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550705,5507,1
San,ส้าน,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550706,5507,1
Nam Muap,น้ำมวบ,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550707,5507,1
Nam Pua,น้ำปั้ว,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550708,5507,1
Yap Hua Na,ยาบหัวนา,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550709,5507,1
Pong Sanuk,ปงสนุก,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550710,5507,1
Ai Na Lai,อ่ายนาไลย,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550711,5507,1
San Na Nong Mai,ส้านนาหนองใหม่,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550712,5507,1
Mae Khaning,แม่ขะนิง,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550713,5507,1
Mae Sakhon,แม่สาคร,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550714,5507,1
Chom Chan,จอมจันทร์,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550715,5507,1
Mae Sa,แม่สา,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550716,5507,1
Thung Si Thong,ทุ่งศรีทอง,Wiang Sa,เวียงสา,Nan,น่าน,55110,55,550717,5507,1
Pon,ปอน,Thung Chang,ทุ่งช้าง,Nan,น่าน,55130,55,550801,5508,1
Ngop,งอบ,Thung Chang,ทุ่งช้าง,Nan,น่าน,55130,55,550802,5508,1
Lae,และ,Thung Chang,ทุ่งช้าง,Nan,น่าน,55130,55,550803,5508,1
Thung Chang,ทุ่งช้าง,Thung Chang,ทุ่งช้าง,Nan,น่าน,55130,55,550804,5508,1
Huai Kon*,ห้วยโก๋น*,Thung Chang,ทุ่งช้าง,Nan,น่าน,0,55,550805,5508,1
*Pue,*เปือ,Thung Chang,ทุ่งช้าง,Nan,น่าน,0,55,550898,5508,1
*Chiang Klang,*เชียงกลาง,Thung Chang,ทุ่งช้าง,Nan,น่าน,0,55,550899,5508,1
Chiang Klang,เชียงกลาง,Chiang Klang,เชียงกลาง,Nan,น่าน,55160,55,550901,5509,1
Puea,เปือ,Chiang Klang,เชียงกลาง,Nan,น่าน,55160,55,550902,5509,1
Chiang Khan,เชียงคาน,Chiang Klang,เชียงกลาง,Nan,น่าน,55160,55,550903,5509,1
Phra That,พระธาตุ,Chiang Klang,เชียงกลาง,Nan,น่าน,55160,55,550904,5509,1
*Na Rai Luang,*นาไร่หลวง,Chiang Klang,เชียงกลาง,Nan,น่าน,0,55,550905,5509,1
*Chon Daen,*ชนแดน,Chiang Klang,เชียงกลาง,Nan,น่าน,0,55,550906,5509,1
*Yod,*ยอด,Chiang Klang,เชียงกลาง,Nan,น่าน,0,55,550907,5509,1
Phaya Kaeo,พญาแก้ว,Chiang Klang,เชียงกลาง,Nan,น่าน,55160,55,550908,5509,1
Phra Phutthabat,พระพุทธบาท,Chiang Klang,เชียงกลาง,Nan,น่าน,55160,55,550909,5509,1
*Na Rai Luang,*นาไร่หลวง,Chiang Klang,เชียงกลาง,Nan,น่าน,0,55,550998,5509,1
*Yod,*ยอด,Chiang Klang,เชียงกลาง,Nan,น่าน,0,55,550999,5509,1
Na Thanung,นาทะนุง,Na Muen,นาหมื่น,Nan,น่าน,55180,55,551001,5510,1
Bo Kaeo,บ่อแก้ว,Na Muen,นาหมื่น,Nan,น่าน,55180,55,551002,5510,1
Mueang Li,เมืองลี,Na Muen,นาหมื่น,Nan,น่าน,55180,55,551003,5510,1
Ping Luang,ปิงหลวง,Na Muen,นาหมื่น,Nan,น่าน,55180,55,551004,5510,1
Du Phong,ดู่พงษ์,Santi Suk,สันติสุข,Nan,น่าน,55210,55,551101,5511,1
Pa Laeo Luang,ป่าแลวหลวง,Santi Suk,สันติสุข,Nan,น่าน,55210,55,551102,5511,1
Phong,พงษ์,Santi Suk,สันติสุข,Nan,น่าน,55210,55,551103,5511,1
Bo Kluea Nuea,บ่อเกลือเหนือ,Bo Kluea,บ่อเกลือ,Nan,น่าน,55220,55,551201,5512,1
Bo Kluea Tai,บ่อเกลือใต้,Bo Kluea,บ่อเกลือ,Nan,น่าน,55220,55,551202,5512,1
Khun Nan*,ขุนน่าน*,Bo Kluea,บ่อเกลือ,Nan,น่าน,0,55,551203,5512,1
Phu Fa,ภูฟ้า,Bo Kluea,บ่อเกลือ,Nan,น่าน,55220,55,551204,5512,1
Dong Phaya,ดงพญา,Bo Kluea,บ่อเกลือ,Nan,น่าน,55220,55,551205,5512,1
Na Rai Luang,นาไร่หลวง,Song Khwae,สองแคว,Nan,น่าน,55160,55,551301,5513,1
Chon Daen,ชนแดน,Song Khwae,สองแคว,Nan,น่าน,55160,55,551302,5513,1
Yot,ยอด,Song Khwae,สองแคว,Nan,น่าน,55160,55,551303,5513,1
Muang Tuet,ม่วงตึ๊ด,Phu Phiang,ภูเพียง,Nan,น่าน,55000,55,551401,5514,1
Na Pang,นาปัง,Phu Phiang,ภูเพียง,Nan,น่าน,55000,55,551402,5514,1
Nam Kaen,น้ำแก่น,Phu Phiang,ภูเพียง,Nan,น่าน,55000,55,551403,5514,1
Nam Kian,น้ำเกี๋ยน,Phu Phiang,ภูเพียง,Nan,น่าน,55000,55,551404,5514,1
Mueang Chang,เมืองจัง,Phu Phiang,ภูเพียง,Nan,น่าน,55000,55,551405,5514,1
Tha Nao,ท่าน้าว,Phu Phiang,ภูเพียง,Nan,น่าน,55000,55,551406,5514,1
Fai Kaeo,ฝายแก้ว,Phu Phiang,ภูเพียง,Nan,น่าน,55000,55,551407,5514,1
Huai Kon,ห้วยโก๋น,Chaloem Phra Kiat,เฉลิมพระเกียรติ,Nan,น่าน,55130,55,551501,5515,1
Khun Nan,ขุนน่าน,Chaloem Phra Kiat,เฉลิมพระเกียรติ,Nan,น่าน,55130,55,551502,5515,1
Wiang,เวียง,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560101,5601,1
Mae Tam,แม่ต๋ำ,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560102,5601,1
Dong Chen*,ดงเจน*,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,0,56,560103,5601,1
Mae Na Ruea,แม่นาเรือ,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560104,5601,1
Ban Tun,บ้านตุ่น,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560105,5601,1
Ban Tam,บ้านต๊ำ,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560106,5601,1
Ban Tom,บ้านต๋อม,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560107,5601,1
Mae Puem,แม่ปืม,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560108,5601,1
Huai Kaew*,ห้วยแก้ว*,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,0,56,560109,5601,1
Mae Ka,แม่กา,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560110,5601,1
Ban Mai,บ้านใหม่,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560111,5601,1
Cham Pa Wai,จำป่าหวาย,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560112,5601,1
Tha Wang Thong,ท่าวังทอง,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560113,5601,1
Mae Sai,แม่ใส,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560114,5601,1
Ban Sang,บ้านสาง,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560115,5601,1
Tha Champi,ท่าจำปี,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560116,5601,1
Mae Eing*,แม่อิง*,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,0,56,560117,5601,1
San Pa Muang,สันป่าม่วง,Mueang Phayao,เมืองพะเยา,Phayao,พะเยา,56000,56,560118,5601,1
Huai Khao Kam,ห้วยข้าวก่ำ,Chun,จุน,Phayao,พะเยา,56150,56,560201,5602,1
Chun,จุน,Chun,จุน,Phayao,พะเยา,56150,56,560202,5602,1
Lo,ลอ,Chun,จุน,Phayao,พะเยา,56150,56,560203,5602,1
Hong Hin,หงส์หิน,Chun,จุน,Phayao,พะเยา,56150,56,560204,5602,1
Thung Ruang Thong,ทุ่งรวงทอง,Chun,จุน,Phayao,พะเยา,56150,56,560205,5602,1
Huai Yang Kham,ห้วยยางขาม,Chun,จุน,Phayao,พะเยา,56150,56,560206,5602,1
Phra That Khing Kaeng,พระธาตุขิงแกง,Chun,จุน,Phayao,พะเยา,56150,56,560207,5602,1
Yuan,หย่วน,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560301,5603,1
Thung Kloi*,ทุ่งกล้วย*,Chiang Kham,เชียงคำ,Phayao,พะเยา,0,56,560302,5603,1
Sop Bong*,สบบง*,Chiang Kham,เชียงคำ,Phayao,พะเยา,0,56,560303,5603,1
Chiang Rang*,เชียงแรง*,Chiang Kham,เชียงคำ,Phayao,พะเยา,0,56,560304,5603,1
Phu Sang*,ภูซาง*,Chiang Kham,เชียงคำ,Phayao,พะเยา,0,56,560305,5603,1
Nam Waen,น้ำแวน,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560306,5603,1
Wiang,เวียง,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560307,5603,1
Fai Kwang,ฝายกวาง,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560308,5603,1
Chedi Kham,เจดีย์คำ,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560309,5603,1
Rom Yen,ร่มเย็น,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560310,5603,1
Chiang Ban,เชียงบาน,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560311,5603,1
Mae Lao,แม่ลาว,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560312,5603,1
Ang Thong,อ่างทอง,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560313,5603,1
Thung Pha Suk,ทุ่งผาสุข,Chiang Kham,เชียงคำ,Phayao,พะเยา,56110,56,560314,5603,1
Pah Sak*,ป่าสัก*,Chiang Kham,เชียงคำ,Phayao,พะเยา,0,56,560315,5603,1
Chiang Muan,เชียงม่วน,Chiang Muan,เชียงม่วน,Phayao,พะเยา,56160,56,560401,5604,1
Ban Mang,บ้านมาง,Chiang Muan,เชียงม่วน,Phayao,พะเยา,56160,56,560402,5604,1
Sa,สระ,Chiang Muan,เชียงม่วน,Phayao,พะเยา,56160,56,560403,5604,1
Dok Khamtai,ดอกคำใต้,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560501,5605,1
Don Si Chum,ดอนศรีชุม,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560502,5605,1
Ban Tham,บ้านถ้ำ,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560503,5605,1
Ban Pin,บ้านปิน,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560504,5605,1
Huai Lan,ห้วยลาน,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560505,5605,1
San Khong,สันโค้ง,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560506,5605,1
Pa Sang,ป่าซาง,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560507,5605,1
Nong Lom,หนองหล่ม,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560508,5605,1
Dong Suwan,ดงสุวรรณ,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560509,5605,1
Bun Koet,บุญเกิด,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560510,5605,1
Sawang Arom,สว่างอารมณ์,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560511,5605,1
Khue Wiang,คือเวียง,Dok Khamtai,ดอกคำใต้,Phayao,พะเยา,56120,56,560512,5605,1
Pong,ปง,Pong,ปง,Phayao,พะเยา,56140,56,560601,5606,1
Khuan,ควร,Pong,ปง,Phayao,พะเยา,56140,56,560602,5606,1
Oi,ออย,Pong,ปง,Phayao,พะเยา,56140,56,560603,5606,1
Ngim,งิม,Pong,ปง,Phayao,พะเยา,56140,56,560604,5606,1
Pha Chang Noi,ผาช้างน้อย,Pong,ปง,Phayao,พะเยา,56140,56,560605,5606,1
Na Prang,นาปรัง,Pong,ปง,Phayao,พะเยา,56140,56,560606,5606,1
Khun Khuan,ขุนควร,Pong,ปง,Phayao,พะเยา,56140,56,560607,5606,1
Mae Chai,แม่ใจ,Mae Chai,แม่ใจ,Phayao,พะเยา,56130,56,560701,5607,1
Si Thoi,ศรีถ้อย,Mae Chai,แม่ใจ,Phayao,พะเยา,56130,56,560702,5607,1
Mae Suk,แม่สุก,Mae Chai,แม่ใจ,Phayao,พะเยา,56130,56,560703,5607,1
Pa Faek,ป่าแฝก,Mae Chai,แม่ใจ,Phayao,พะเยา,56130,56,560704,5607,1
Ban Lao,บ้านเหล่า,Mae Chai,แม่ใจ,Phayao,พะเยา,56130,56,560705,5607,1
Charoen Rat,เจริญราษฎร์,Mae Chai,แม่ใจ,Phayao,พะเยา,56130,56,560706,5607,1
Phu Sang,ภูซาง,Phu Sang,ภูซาง,Phayao,พะเยา,56110,56,560801,5608,1
Pa Sak,ป่าสัก,Phu Sang,ภูซาง,Phayao,พะเยา,56110,56,560802,5608,1
Thung Kluai,ทุ่งกล้วย,Phu Sang,ภูซาง,Phayao,พะเยา,56110,56,560803,5608,1
Chiang Raeng,เชียงแรง,Phu Sang,ภูซาง,Phayao,พะเยา,56110,56,560804,5608,1
Sop Bong,สบบง,Phu Sang,ภูซาง,Phayao,พะเยา,56110,56,560805,5608,1
Huai Kaeo,ห้วยแก้ว,Phu Kamyao,ภูกามยาว,Phayao,พะเยา,56000,56,560901,5609,1
Dong Chen,ดงเจน,Phu Kamyao,ภูกามยาว,Phayao,พะเยา,56000,56,560902,5609,1
Mae Ing,แม่อิง,Phu Kamyao,ภูกามยาว,Phayao,พะเยา,56000,56,560903,5609,1
Wiang,เวียง,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57000,57,570101,5701,1
Rop Wiang,รอบเวียง,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57000,57,570102,5701,1
Ban Du,บ้านดู่,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57100,57,570103,5701,1
Nang Lae,นางแล,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57100,57,570104,5701,1
Mae Khao Tom,แม่ข้าวต้ม,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57100,57,570105,5701,1
Mae Yao,แม่ยาว,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57100,57,570106,5701,1
San Sai,สันทราย,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57000,57,570107,5701,1
*Bua Salee,*บัวสลี,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,0,57,570108,5701,1
*Dong Ma Da,*ดงมะดะ,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,0,57,570109,5701,1
*Pa Kor Dum,*ป่าก่อดำ,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,0,57,570110,5701,1
Mae Kon,แม่กรณ์,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57000,57,570111,5701,1
Huai Chomphu,ห้วยชมภู,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57000,57,570112,5701,1
Huai Sak,ห้วยสัก,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57000,57,570113,5701,1
Rim Kok,ริมกก,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57100,57,570114,5701,1
Doi Lan,ดอยลาน,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57000,57,570115,5701,1
Pa O Don Chai,ป่าอ้อดอนชัย,Mueang Chiang Rai,เมืองเชียงราย,Chiang Rai,เชียงราย,57000,57,570116,5701,1
